processed_opcodes,virus
"add dword ptr [rax], eax add al, byte ptr [rax] jae ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] push rbp push rbx add byte ptr [rbx + 0x70], dh and byte ptr fs:[rip + ], ah",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and byte ptr [rip + ], ch jo  and byte ptr [rip + ], ch jae  jb  sub eax,  jb  outsb dx, byte ptr [rsi] insd dword ptr [rdi], dx outsb dx, byte ptr gs:[rsi] je  and byte ptr [rax], ah and byte ptr [rdi + rbp*2 + 0x20], ah outsb dx, byte ptr [rsi] outsd dx, dword ptr [rsi] je  jb  jae  je  outsb dx, byte ptr gs:[rsi] jbe  jb  outsb dx, byte ptr [rsi] insd dword ptr [rdi], dx outsb dx, byte ptr gs:[rsi] je  jbe  jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  add byte ptr [rip + ], ah and eax,  add byte ptr [rbp + 0x73], dh je  imul ebp, dword ptr [rsi + 0x76],  imul ebp, dword ptr [rdi + 0x6e],  je  sub eax,  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  xor dh, byte ptr [rdx] xor al, 0x73 jne  add byte ptr [rbx + 0x68], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jae  outsb dx, byte ptr [rsi] movsxd rax, dword ptr [rax] push rbp jae  cmp ah, byte ptr gs:[eax] and eax,  push rax push rsp pop rbp and byte ptr [rbx + 0x46], bl pop r13 or al, byte ptr cs:[rax] pop rbx add byte ptr [rbp + 0x73], dh je  imul ebp, dword ptr [rsi + 0x76],  imul ebp, dword ptr [rdi + 0x6e],  je  sub eax,  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  xor dh, byte ptr [rdx] xor al, 0x73 jne  add byte ptr [rbx + 0x68], dh",undetected
"push r10 push rdx cmp rax,  pop r15 push rbp cmp eax,  pop r15 cmp eax,  pop r15 cmp eax,  jp  pop rdi je  and byte ptr [rdx + 0x20], dh cmp al, 0x20 jae  jp  or al, byte ptr [rax] push r11 push rbx cmp eax,  add byte ptr ds:[rbx + 0x25], bl imul ebx, dword ptr [rbp + 0x3a],  pop rdi",undetected
"sbb ebx, dword ptr [rbx + 0x30] insd dword ptr [rdi], dx add byte ptr [rbx], bl pop rbx xor byte ptr [rbx], bh xor dword ptr [rbx], edi xor edi, dword ptr [rcx] insd dword ptr [rdi], dx add byte ptr [rsi], ch",undetected
"push r10 push rdx cmp rax,  pop r15 push rbp cmp eax,  pop r15 cmp eax,  pop r15 cmp eax,  jp  pop rdi je  and byte ptr [rdx + 0x20], dh cmp al, 0x20 jae  jp  or al, byte ptr [rax] push r11 push rbx cmp eax,  add byte ptr [r13 + rsi*2 + 0x6d], r12b",undetected
"sbb ebx, dword ptr [rbx + 0x30] insd dword ptr [rdi], dx add byte ptr [rbx], bl pop rbx xor byte ptr [rbx], bh xor dword ptr [rbx], edi xor edi, dword ptr [rcx] insd dword ptr [rdi], dx add byte ptr [rsi + 0x2f], ch",undetected
"sbb byte ptr [rax - 1], dh lcall [rax] jo  call qword ptr [rax] jo  lcall [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  lcall [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  lcall [rax] jo  lcall [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  lcall [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  lcall [rax] jo  lcall [rax] jo  lcall [rax] jo  lcall [rax] jo  lcall [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  lcall [rax] jo  lcall [rax] jo  lcall [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  call qword ptr [rax] jo  lcall [rax] jo  lcall [rax] jo  lcall [rax] jo ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] sub ebp, dword ptr [rax + rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  imul esp, dword ptr gs:[rax], 0x66",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jae ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  sub byte ptr [rip + ], ah jae  add byte ptr [rsi + 0x6f], dl insb byte ptr [rdi], dx jne  and byte ptr gs:[rsi + 0x75], ch insd dword ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push rsp jb  and byte ptr [rax + 0x25], ah jae  sub eax,  jo  and byte ptr [rsi + 0x6f], ah jb  insd dword ptr [rdi], dx outsd dx, dword ptr [rsi] jb  and byte ptr [rcx + 0x6e], ch outsw dx, word ptr [rsi] jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] sub eax,  outsd dx, dword ptr [rsi] je  sub eax,  jno  sub eax,  insb byte ptr [rdi], dx je  sub eax,  je  sub eax,  outsb dx, byte ptr [rsi] jbe  insb byte ptr [rdi], dx imul esp, dword ptr [rax + 0x69],  jb  and eax,  jae  imul ebp, dword ptr [rsi + 0x67],  jne  outsb dx, byte ptr gs:[rsi] je ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and byte ptr [rdi], r13b and byte ptr [rdx + 0x65], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] pop rax pop rcx pop rdx and eax,  jo ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push rbp outsb dx, byte ptr [rsi]",undetected
"sbb ebx, dword ptr [rbx + 0x30] insd dword ptr [rdi], dx add byte ptr [rbx], bl pop rbx xor byte ptr [rbx], bh xor dword ptr [rbx], edi xor edi, dword ptr [rcx] insd dword ptr [rdi], dx add byte ptr [rcx + rbp*2 + 0x6d], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] ja  jb  imul ebp, dword ptr [rsi + 0x67],  insd dword ptr [rdi], dx jb  jae  je  imul ebp, dword ptr [rbp + 0x65],  outsb dx, byte ptr [rsi] imul ebp, dword ptr [rsi + 0x67],  insd dword ptr [rdi], dx jb  movsxd rsi, dword ptr [rdx + 0x65]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] or dl, byte ptr [rbp + 0x73]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  and byte ptr [rbx + 0x75], ah jb  outsb dx, byte ptr gs:[rsi] je  ja  outsb dx, byte ptr [rsi] outsd dx, dword ptr fs:[rsi] ja  and eax,  and byte ptr [rdi + 0x69], dh outsb dx, byte ptr [rsi] outsd dx, dword ptr fs:[rsi] ja  and eax,  outsb dx, byte ptr [rsi] imul esi, dword ptr [rdi + rbp*2 + 0x72],  insb byte ptr [rdi], dx add byte ptr [rdx + 0x65], ah insb byte ptr [rdi], dx sub eax,  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] add byte ptr [rcx + 0x6c], ah jb  sub eax,  add byte ptr [rsi + 0x69], dh jae ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] movsxd rbp, dword ptr [rdi + 0x70] jns  outsb dx, byte ptr gs:[rsi] je  jns ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  add byte ptr [rip + ], ah xor dword ptr cs:[rsi + 0x25], esp movsxd rax, dword ptr [rax] and eax,  movsxd rax, dword ptr [rax] and eax,  add byte ptr [rip + ], ah jae  add byte ptr [rbx + 0x4f], al push rbp push rbx add byte ptr [rcx + rcx*2 + 0x4e], cl push r11 add byte ptr [rax], ah sub esp, dword ptr [rax] and eax,  sub dh, byte ptr cs:[rbx + 0x25] jae  or ah, byte ptr [rip + ] add byte ptr ds:[rip + ], ah imul esp, dword ptr [rbp + 0x6c],  jb  and eax,  add byte ptr [rbp + rbx*2 + 0x5e], bl pop rdi",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] imul ebp, dword ptr [rsi + 0x76],  and byte ptr [rcx + 0x74], ah and byte ptr gs:[rsi + 0x6f], ah jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] movsxd rbp, dword ptr [rbp + 0x61] jb  jae  je  imul ebp, dword ptr [rsi + 0x69],  cmp ah, byte ptr [rax] add byte ptr [rdi + rbp*2 + 0x6e], ch outsb dx, byte ptr [esi]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] pop rsp and eax,  pop rsp",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and byte ptr [rax], ah sub eax,  jae  imul ebp, dword ptr [rsi + 0x67],  imul ebp, dword ptr [rdi + 0x6e],  sub eax,  or ah, byte ptr [rax] and byte ptr [rip + ], ch and byte ptr [rax], ah and byte ptr [rcx + 0x6c], al insb byte ptr [rdi], dx and byte ptr [rsi + 0x69], ah insb byte ptr [rdi], dx jae ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] je  jne  add byte ptr [rip + ], ah pop rbx add byte ptr [rbp + 0x73], dh je  imul ebp, dword ptr [rsi + 0x76],  imul ebp, dword ptr [rdi + 0x6e],  je  sub eax,  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  xor dh, byte ptr [rdx] xor al, 0x73 jne  add byte ptr [rbx + 0x68], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] je  jne  movsxd rsp, dword ptr [rcx + 0x74] add byte ptr gs:[rbp + 0x73], dl",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  push rsp jb  imul ebp, dword ptr [rsi + 0x61],  jo ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] je  outsd dx, dword ptr [rsi] jb  add byte ptr [rbx], bl je  jae  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  je  sub eax,  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  xor dh, byte ptr [rdx] xor al, 0x73 jne  add byte ptr [rbx + 0x68], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] push rbp jae  cmp ah, byte ptr gs:[eax] and eax,  push rax push rsp pop rbp or al, byte ptr cs:[rax] pop rbx add byte ptr [rbp + 0x73], dh je  imul ebp, dword ptr [rsi + 0x76],  imul ebp, dword ptr [rdi + 0x6e],  je  sub eax,  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  xor dh, byte ptr [rdx] xor al, 0x73 jne  add byte ptr [rbx + 0x68], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jne  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] jbe  jae  add byte ptr [rdi], ch add byte ptr [rbx + 0x55], ch jae  push rdi outsd dx, dword ptr [rsi] jb  add byte ptr [rbp + 0x63], dh push rbp jae  push rdi outsd dx, dword ptr [rsi] jb  add byte ptr [rbp + 0x73], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jae  jb  jne  sub byte ptr [rsi + 0x55], cl sub qword ptr [rdx], r9 add byte ptr [rbx + 0x74], dh",undetected
"push r10 push rdx cmp rax,  pop r15 push rbp cmp eax,  pop r15 cmp eax,  pop r15 cmp eax,  jp  pop rdi je  and byte ptr [rdx + 0x20], dh cmp al, 0x20 jae  jp  or al, byte ptr [rax] push r11 push rbx cmp eax,  jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] in al, dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jne  js ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jae  and eax,  add byte ptr [rbp + 0x6e], dh imul esi, dword ptr [rcx],  jae  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  je  sub eax,  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  xor dh, byte ptr [rdx] xor al, 0x73 jne  add byte ptr [rbx + 0x68], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jne  insb byte ptr [rdi], dx imul ebp, dword ptr [rsi + 0x6b],  jae  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  je  sub eax,  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  xor dh, byte ptr [rdx] xor al, 0x73 jne  add byte ptr [rbx + 0x68], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] pop rbx sub eax,  and eax,  push rsp sub eax,  add byte ptr [rbp + 0x78], al je  outsb dx, byte ptr [rsi] and byte ptr fs:[rax + 0x65], cl insb byte ptr [rdi], dx jo  outsw dx, word ptr [rsi] jb  push rbp outsb dx, byte ptr [rsi] pop rdx imul esi, dword ptr [rax], ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] pop rax add byte ptr [rbp + rcx*2], al push rbp push rsp sub eax, 0x38 add byte ptr [rax], al add byte ptr [rax], ah xor bh, bh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] or dl, byte ptr [rbp + 0x73]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jne  jb  add byte ptr [rbp + 0x73], dl",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al js  jb  outsb dx, byte ptr [rsi] outsd dx, dword ptr gs:[rsi] jne  and byte ptr [rsi + 0x65], ch ja  imul ebp, dword ptr [rsi + 0x65],  imul bp, word ptr [rbp + 0x2e],  js  je  outsb dx, byte ptr [rsi] add byte ptr cs:[eax], al add byte ptr [rax], al pop rbx and eax,  and byte ptr [rbx + 0x25], bl sub eax,  pop rbp and byte ptr [rbx + 0x25], bl sub eax,  pop rbp and byte ptr [rbx + 0x25], bl sub eax,  pop rbp and byte ptr [rbx + 0x25], bl sub eax,  pop rbp and byte ptr [rbx + 0x25], bl sub eax,  and byte ptr [rbx + 0x25], bl jae  or al, byte ptr [rax] add byte ptr [rax], al and eax, ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] ja  imul esi, dword ptr [rbp + 0x20],  jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] insd dword ptr [rdi], dx imul esi, dword ptr [rbx + 0x63],  insb byte ptr [rdi], dx jae  jne  imul esp, dword ptr [rax + rsi*2 + 0x61],  movsxd rax, dword ptr [rax] outsb dx, byte ptr [rsi] jne  and byte ptr [rax], bh outsb dx, byte ptr [rsi] movsxd rbp, dword ptr [rdi + 0x6c] jne  outsb dx, byte ptr [rsi] jae  push rbp add byte ptr [rbp + 0x6e], r14b imul ebp, dword ptr [rsi + 0x6f], 0x77 outsb dx, byte ptr [rsi] and byte ptr [rbx + 0x6f], ah insb byte ptr [rdi], dx jne  outsb dx, byte ptr [rsi] cmp ah, byte ptr [rax] and eax,  imul esi, dword ptr [rbp + 0x20],  jb  je  add byte ptr [rbp + 0x75], dh imul esp, dword ptr [rax + rax + 0x63],  je  jne  insb byte ptr [rdi], dx imul esp, dword ptr [rbx + 0x61],  je  imul ebp, dword ptr [rsi + 0x67], ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] je  push rax",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al idiv dh add byte ptr [rax], al clc  inc byte ptr [rax] add byte ptr [rax], al add dl, bh inc byte ptr [rax] add byte ptr [rax], al add ah, bh inc byte ptr [rax] add byte ptr [rax], al add ch, dh inc byte ptr [rax] add bh, dh inc byte ptr [rax] add byte ptr [rax], al add cl, bh inc byte ptr [rax] add byte ptr [rax], al add bl, bh inc byte ptr [rax] add byte ptr [rbp + 0x31], al xor edi, dword ptr ss:[rdx] and byte ptr [rax + rbp*2 + 0x65], dl jb  and byte ptr [rcx + 0x73], ch and byte ptr [rdi + 0x6e], ch insb byte ptr [rdi], dx jns  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] and byte ptr gs:[rsi + 0x69], ah insb byte ptr [rdi], dx and byte ptr gs:[rdi + rbp*2 + 0x20], dh imul esi, dword ptr fs:[rax + rax],  xor al, 0x3a and byte ptr [rbx + 0x61], al outsb dx, byte ptr [rsi] outsd dx, dword ptr [rsi] je  outsd dx, dword ptr [esi] and byte ptr [rdx + 0x65], ah outsw dx, word ptr [rsi] jb  and byte ptr [rsi + 0x69], ah jb  je  imul bp, word ptr [rbp], 0 add byte ptr [rax], al xor dword ptr [r14], r14d xor eax,  outsb dx, byte ptr [rsi] outsd dx, dword ptr [rsi] je  outsd dx, dword ptr [esi] and byte ptr [rdx + 0x65], ah jns  outsb dx, byte ptr [rsi] and byte ptr fs:[rcx + 0x73], ch je  imul bp, word ptr [rbp], 0 add byte ptr [rax], al add byte ptr [rbp + 0x32], al xor al, 0x39 cmp ah, byte ptr [rax] ja  outsb dx, byte ptr [rsi] outsd dx, dword ptr fs:[rsi] ja  insb byte ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jb  jno  jae  and byte ptr fs:[rdi + 0x72], dh imul esi, dword ptr [rbp + 0x73],  and byte ptr fs:[rbx + 0x65], dh movsxd rsi, dword ptr [rdi + rbp*2 + 0x72] jae  jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] movsxd rsp, dword ptr [rcx + 0x6e] outsb dx, byte ptr [rsi] outsd dx, dword ptr [rsi] je ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] or dl, byte ptr [rbp + 0x73]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] ja  je  push  add byte ptr [eip + ], ah insb byte ptr [rdi], dx outsd dx, dword ptr [rsi] movsxd rsp, dword ptr [rcx + 0x6c] add byte ptr [rdi + 0x75], ch je  outsd dx, dword ptr [rsi] and byte ptr [rbx + 0x6f], ah jb  add byte ptr [rip + ], ah and byte ptr [rip + ], ah and eax,  add byte ptr [rip + ], ch jae  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] add byte ptr [rip + ], ch jo  sub eax, ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jae ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] push r10 push rdx push r11 push r12 add byte ptr [rbp + 0x6e], dh imul ebp, dword ptr [rsi + 0x6f], 0x77 outsb dx, byte ptr [rsi] and byte ptr [rsi + 0x6c], ah",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] movsxd rbp, dword ptr [rdi + 0x6e]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  sub ah, byte ptr [rip + ] and eax,  jae  sub al, byte ptr [rax] and eax,  jae  add byte ptr [rip + ], ah sub al, byte ptr [rax] movsxd rsp, dword ptr [rcx + 0x6e]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] pop rbx and eax,  add byte ptr [rcx + rcx*2 + 0x53], cl push rsp add byte ptr [rdi + 0x68], dh jb  imul esi, dword ptr [rbx],  and eax,  cmp byte ptr [rbx + 0x3a], dh and byte ptr [rax], al jb  and byte ptr gs:[rcx + rbp*2 + 0x72], ah insb byte ptr [rdi], dx imul esi, dword ptr [rbx + 0x74],  cmp ah, byte ptr gs:[rax] and eax,  push r10 add byte ptr [rbx + 0x6f], spl insd dword ptr [rdi], dx jo  jb  and byte ptr [rdi], ah and eax,  outsb dx, byte ptr [rsi] and byte ptr fs:[rdi], ah and eax,  jp  js  add byte ptr [rsi], ch",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and byte ptr [rax], ah and byte ptr [rsi], ch add byte ptr [rax], ah and eax,  and byte ptr [rip + ], ah add byte ptr [rcx + 0x64], ch cmp eax,  and byte ptr [rax], ah add byte ptr [rip + ], ah jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] ja  outsd dx, dword ptr [rsi]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jae  push  outsd dx, dword ptr [rsi] je  push rsp imul ebp, dword ptr [rbp], 0 add byte ptr [rax], al add dl, bh pop rdi add byte ptr [rax], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al outsb dx, byte ptr gs:[rsi] jbe  jb  outsb dx, byte ptr [rsi] insd dword ptr [rdi], dx outsb dx, byte ptr gs:[rsi] je  imul esi, dword ptr [rbx + 0x20],  insb byte ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] insb byte ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] sbb al, 0xcd",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] xor al, 0x36 add byte ptr [rbp + 0x54], dl sub eax,  movsxd rbp, dword ptr [rbx + 0x69] outsb dx, byte ptr [rsi] push rbx je  jb  add byte ptr [rip + ], ah and eax,  xor dword ptr [rax], esi insb byte ptr [rdi], dx jne  jae  movsxd rbp, dword ptr [rdi + 0x6e] jae  outsb dx, byte ptr [rsi] movsxd rsp, dword ptr [rbp + 0x20] jo  movsxd rbp, dword ptr [rax] and eax,  and byte ptr [rip + ], ah cmp ah, byte ptr [rip + ] and byte ptr [rip + ], ah add byte ptr [rbp + 0x74], dh cmp byte ptr [rax], al push rsp add byte ptr [rip + ], r12b",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] or dword ptr [rip + ], esp and eax,  or dword ptr [rip + ], esp or al, byte ptr [rax] or dword ptr [rip + ], esp or al, byte ptr [rax] or dword ptr [rip + ], esp and eax,  or dword ptr [rdx], ecx add byte ptr [rip + ], ah add byte ptr [rdx + 0x4c], r8b push rbp add byte ptr [rip + ], r12b push  imul ebp, dword ptr fs:[rsi],  insb byte ptr [rdi], dx imul esp, dword ptr [rax + 0x53],  outsb dx, byte ptr [rsi] and byte ptr [rsi + 0x75], cl insd dword ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jb  and eax,  and byte ptr [rip + ], ah cmp dword ptr [rcx], edi cmp dword ptr [rbx + 0x20], esi and eax,  cmp ah, byte ptr [rax] insd dword ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] pop rax jne  jae  insb byte ptr [rdi], dx add byte ptr [rdx + 0x6f], ah js  jno  imul esi, dword ptr [rax + rax + 0x2a],  insb byte ptr [rdi], dx cmp ah, byte ptr [rbx + 0x6f] jo  and byte ptr [rip + ], ah insb byte ptr [rdi], dx sub eax,  sub ch, byte ptr [rcx + 0x62] insb byte ptr [rdi], dx cmp ah, byte ptr [rbx + 0x6f] jo  and byte ptr [rip + ], ah je  jae  insb byte ptr [rdi], dx add byte ptr [rbx + 0x65], dl insb byte ptr [rdi], dx movsxd rsi, dword ptr gs:[rcx + rbp*2 + 0x6f] outsb dx, byte ptr [rsi] add byte ptr [rax + 0x52], dl push r10 pop rcx add byte ptr [rbx + 0x75], ah je  jne  jb  jne  jb  sub eax,  movsxd rsi, dword ptr [rcx + rbp*2 + 0x6f] outsb dx, byte ptr [rsi] add byte ptr [rip + ], ch movsxd rsi, dword ptr [rax + rax + 0x2d] jae  sub eax,  jne  jb  add byte ptr [rax], al jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al loopne  add byte ptr [rax], al add byte ptr [rax + ], al push rsp sti  and dword ptr [rcx], ecx ja  add byte ptr [rdx + 0x61], al movsxd rbp, dword ptr [rbx + 0x69] outsb dx, byte ptr [rsi] push rbx je  jb  add byte ptr [rsi + rsi*2 + 0x69], al add byte ptr [rsi + 0x6f], ah outsb dx, byte ptr [rsi] je ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and byte ptr [rax], ah and eax,  and byte ptr [rax], ah and byte ptr [rip + ], ah xor al, 0x64 and byte ptr [rip + ], ah xor al, 0x64 and byte ptr [rax], ah and byte ptr [rip + ], ah xor al, 0x64 and byte ptr [rip + ], ah xor al, 0x64 and byte ptr [rax], al add byte ptr [rax], ah sub byte ptr [rbx + 0x75], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push rbp jae  cmp ah, byte ptr gs:[eax] js  jb  imul ebp, dword ptr [rsi + 0x66],  imul esi, dword ptr fs:[rbx + 0x70],  cmp al, 0x64 jo  pop rbp and byte ptr [rbx + 0x2d], bl jbe  jb  imul ebp, dword ptr [rdi + 0x6e],  outsd dx, dword ptr [rsi] insd dword ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push rbp outsb dx, byte ptr [rsi] jae  jbe  and byte ptr fs:[rbx + 0x68], ah",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] add byte ptr [eax + 0x74], bl push rsp outsd dx, dword ptr [rsi] insb byte ptr [rdi], dx imul ebp, dword ptr [rcx + 0x74], 0x45 jb  outsd dx, dword ptr [rsi] jb  ja  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] push rax",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] push rbp push r11",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jae  or al, byte ptr [rax] jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jae ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] sub eax,  insb byte ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] pushfq  sbb eax, ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] sub byte ptr [rbp + 0x6e], dh imul ebp, dword ptr [rsi + 0x6f], 0x77 outsb dx, byte ptr [rsi] sub dword ptr [rax], eax and eax,  imul ebp, dword ptr [rsi + 0x65],  outsd dx, dword ptr [rsi] and byte ptr [rip + ], ah",undetected
