processed_opcodes,virus
"add dword ptr [rax], eax add al, byte ptr [rax] sub eax,  imul ebp, dword ptr [rdi + 0x6e],  xor al, 0 js ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jae  or al, byte ptr [rax] jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] movsxd rbp, dword ptr [rdi + 0x75] insb byte ptr [rdi], dx outsb dx, byte ptr fs:[rsi]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] pop rax je  outsd dx, dword ptr [rsi] insb byte ptr [rdi], dx imul ebp, dword ptr [rcx + 0x74], 0x45 jb  outsd dx, dword ptr [rsi] jb  ja  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] push rax",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jae  or al, byte ptr [rax] jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jae  or al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] sub eax,  insb byte ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] push r13 push rsp push r8 add byte ptr [r10 + 0x6f], r10b outsd dx, dword ptr [rsi] je  imul ebp, dword ptr [rsi + 0x64], ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jo  jb  push rax",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and eax,  imul ebp, dword ptr [rsi + 0x74],  insb byte ptr [rdi], dx and byte ptr [rbp + 0x72], ah jb  and byte ptr [rsi + 0x6f], ah jne  and byte ptr fs:[rbp + 0x78], ah je ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] push rbp add byte ptr [rdx + 0x61], r8b jns  sub al, 0 and eax,  add byte ptr [rip + ], ah jae  sub byte ptr [rax], dh js  xor byte ptr [rax + 0x29], bh add byte ptr [rsi + 0x6f], cl push rbx jns ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jno  imul esi, dword ptr [rax + rax + 0x58],  add byte ptr [rsi + 0x6f], ah jb  add byte ptr [rcx + rdi*2 + 0x70], dh add byte ptr gs:[rbx + 0x63], dh jb  insb byte ptr [rdi], dx outsd dx, dword ptr [rsi] jb  jp  outsb dx, byte ptr [rsi] je  insb byte ptr [rdi], dx add byte ptr [rbx + 0x63], dh jb  insb byte ptr [rdi], dx push rsi jb  imul esp, dword ptr [rbx + 0x61],  js  add byte ptr [rsi + 0x72], ah outsd dx, dword ptr [rsi] insd dword ptr [rdi], dx outsd dx, dword ptr [rsi] jb  jp  jb  insd dword ptr [rdi], dx push rsi jb  add byte ptr [rcx + 0x75], dl imul esi, dword ptr [rax + rax + 0x2a],  jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and byte ptr [rdi + 0x72], r13b and byte ptr [rdx + 0x65], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and eax,  jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] imul ebp, dword ptr [rsi + 0x76],  and byte ptr [rsi + 0x61], ch insd dword ptr [rdi], dx and byte ptr gs:[rdi], ah and eax,  outsd dx, dword ptr [rsi] jne  and byte ptr [rdi + 0x66], ch and byte ptr [rbp + 0x65], ch insd dword ptr [rdi], dx outsd dx, dword ptr [rsi] jb  or al, byte ptr [rax] and byte ptr [rax], ah and eax,  js  and byte ptr [rip + ], ah jp  and byte ptr [rdx], ch movsxd rsi, dword ptr [rbp + 0x72] jb  outsb dx, byte ptr [rsi] je  and byte ptr [rbx], ch jo  jb  add byte ptr fs:[rbx + 0x6f], al jne  and byte ptr fs:[rsi + 0x6f], ch je  imul bp, word ptr [rsi + 0x64],  jb  jbe  jb  ja  je  and byte ptr [rax], al pop rax and byte ptr [rax], r14b js  outsb dx, byte ptr [rsi]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jae  add byte ptr [rsi], ch",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al ja  jb  and byte ptr [rax + rbp*2 + 0x65], dh and byte ptr [rcx + 0x76], ah",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jae  add byte ptr [rbp + 0x66], ah",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al jne 0xffd",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] cmp al, 0x6e outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jae  or al, byte ptr [rax] push rbp jae  cmp ah, byte ptr gs:[eax] and eax,  jo  imul ebp, dword ptr [rdi + 0x6e],  jae  add byte ptr [rip + ], ah",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and esp, dword ptr [rbx] and ebp, dword ptr [rbx] sub ebp, dword ptr [rbx] and esp, dword ptr [rbx] sub eax,  sub ebp, dword ptr [rbx] jl  and esp, dword ptr [rbx] and eax, dword ptr [rax] add byte ptr [rax], al add byte ptr [rbp + 0x6e], dh js  movsxd rsi, dword ptr gs:[rbp + 0x64] and byte ptr [rbx + 0x75], ah je ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jne  je  outsb dx, byte ptr [rsi] and byte ptr [rbp + 0x66], cl je  jne  je  outsb dx, byte ptr [rsi] and byte ptr [rbp + 0x69], cl insb byte ptr [rdi], dx add byte ptr gs:[rdx + 0x75], al je  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] and byte ptr [rdx + 0x69], dl push  insb byte ptr [rdi], dx and byte ptr [rax], bl push rdx insb byte ptr [rdi], dx and byte ptr [rcx], bl pop rax jbe ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push rbp jae  cmp ah, byte ptr gs:[eax] and eax,  imul esi, dword ptr fs:[rbx + 0x70],  push  jo  pop rbp and byte ptr [rbx + 0x2d], bl jae  outsd dx, dword ptr [rsi] jb  pop rbp and byte ptr [rbx + 0x2d], bl jbe  jb  imul ebp, dword ptr [rdi + 0x6e], 0xa5d add byte ptr [rax], al and eax,  imul esi, dword ptr [rbx + 0x73], ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] pop rdi push r12 pop rdi push rsi push r10 push rsp push rbp pop rdi push rdx push r12 push rbx add byte ptr [rdi + 0x4d], dl pop rdi push rbx push rsp push r12 add byte ptr [rip + ], r12b jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jb  outsd dx, dword ptr [rsi] jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] pop rdi push r12 pop rdi push rsi push r10 push rsp push rbp pop rdi push rdx push r12 push rbx add byte ptr [rcx + rcx*2 + 0x53], al push rax pop r9 add byte ptr [rip + ], ah jb  outsd dx, dword ptr [rsi] jb  and byte ptr [rax], al jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jae  or al, byte ptr [rax] jne ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and eax,  jo  imul ebp, dword ptr [rdi + 0x6e],  sub byte ptr [rdi + 0x72], ch and byte ptr [rbx], ch cmp ah, byte ptr [rax] jb  insb byte ptr [rdi], dx sub dword ptr cs:[rax], esp add byte ptr [rbx + 0x2b], bl pop rbp pop rbx sub eax,  add byte ptr [rdi + 0x5f], bl add byte ptr [rax], ch add byte ptr [rip + ], ah xor byte ptr [rdx], dh js  and eax,  xor byte ptr [rdx], dh pop rax add byte ptr [rbp + rax*2 + 0x4e], cl add byte ptr [rbp + 0x6e], ch add byte ptr [rip + ], ch and eax,  movsxd rax, dword ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jb  add byte ptr [rbp + 0x65], ch insd dword ptr [rdi], dx insb byte ptr [rdi], dx imul ebp, dword ptr [rbp + 0x69],  insd dword ptr [rdi], dx jo  jae  and eax,  insb byte ptr [rdi], dx imul ebp, dword ptr [rbp + 0x69],  insd dword ptr [rdi], dx jo  jae  add byte ptr [rbp + 0x65], ch insd dword ptr [rdi], dx insb byte ptr [rdi], dx imul ebp, dword ptr [rbp + 0x69],  movsxd rbp, dword ptr [rdi + 0x6d] jo  jae  and eax,  insb byte ptr [rdi], dx imul ebp, dword ptr [rbp + 0x69],  movsxd rbp, dword ptr [rdi + 0x6d] jo  jae  add byte ptr [rbp + 0x65], ch insd dword ptr [rdi], dx insb byte ptr [rdi], dx imul ebp, dword ptr [rbp + 0x69],  insd dword ptr [rdi], dx insb byte ptr [rdi], dx imul ebp, dword ptr [rbp + 0x69],  jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] and byte ptr [rdi], r13b and byte ptr [rdx + 0x65], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jns  jae  pop rbx add byte ptr [rbp + 0x73], dh je  imul ebp, dword ptr [rsi + 0x76],  imul ebp, dword ptr [rdi + 0x6e],  je  sub eax,  and byte ptr [rcx + 0x6e], ch jbe  movsxd rsp, dword ptr [rcx + 0x74] imul ebp, dword ptr [rdi + 0x6e],  xor dh, byte ptr [rdx] xor al, 0x73 jne  add byte ptr [rbx + 0x68], dh",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] push rbp outsb dx, byte ptr [rsi] jae  movsxd rbp, dword ptr gs:[rcx + 0x66] imul esp, dword ptr [rbp + 0x64],  outsd dx, dword ptr [rsi] jb  movsxd rbp, dword ptr [rdi + 0x64] add byte ptr gs:[rsi + 0x6f], cl and byte ptr [rbp + 0x72], ah jb  je  movsxd rsi, dword ptr [rbp + 0x64] add byte ptr [rbp + 0x6e], dl imul ebp, dword ptr [rsi + 0x6f], 0x77 outsb dx, byte ptr [rsi] and byte ptr [rsi + 0x72], ah",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and eax,  outsd dx, dword ptr [rsi] jo  imul ebp, dword ptr [rdi + 0x6e],  and byte ptr [rdi + 0x70], ch je  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] jae  or ah, byte ptr [rax] and byte ptr [rip + ], ch sub eax,  je  and byte ptr [rax], ah and byte ptr [rdi + rbp*2 + 0x6e], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push rbp push rbx cmp r12b, byte ptr [r8] and eax,  push rax push rsp push rbx pop rbp and byte ptr [rax + rsi*2], bh jb  and byte ptr ds:[ecx], bh jb  jae  or cl, byte ptr [rdx] outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] imul bp, word ptr [rsi + 0x65],  jo  outsd dx, dword ptr [rsi] and byte ptr ds:[edi + 0x69], dh je  and byte ptr [rax + rbp*2 + 0x65], dh and byte ptr [rbx + 0x70], dh movsxd rbp, dword ptr gs:[rcx + 0x66] imul esp, dword ptr [rbp + 0x64],  or cl, byte ptr cs:[rdx] push r8 push rsp push rbx cmp cl, byte ptr [rdx] and byte ptr [rax], ah sub eax,  sub al, 0x20 sub eax,  imul bp, word ptr [rbp + 0x3d],  or dword ptr [r9], r9d push rax push rdx and byte ptr [r15 + rbp*2 + 0x20], r14b movsxd rbp, dword ptr [rdi + 0x6e] imul bp, word ptr [rsi + 0x65],  jo  outsd dx, dword ptr [rsi] and byte ptr ds:[edi + 0x69], dh je  or ah, byte ptr [rax] and byte ptr [rip + ], ch push r11 push rax sub al, 0x20 sub eax,  jae ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] push rbp jae  cmp ah, byte ptr gs:[eax] and eax,  push rax push rsp push rbx pop rbp or al, byte ptr [rax] and byte ptr [rax], ah sub eax,  and byte ptr [rax], ah and eax,  cmp dh, byte ptr [rbx + 0x3a] je  jbe  add byte ptr [rcx + 0x63], ah jo  sub eax,  xor esi, dword ptr [rdx] add byte ptr [rip + ], ah",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] push  movsxd rbp, dword ptr [rdi + 0x6e] imul sp, word ptr [rdi],  insd dword ptr [rdi], dx outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] imul edi, dword ptr [rdx + 0x65],  jbe  movsxd rsp, dword ptr [rbp] movsxd rsp, dword ptr [rbp + 0x76] imul esp, dword ptr [rbx + 0x65],  insb byte ptr [rdi], dx add byte ptr [rbx + 0x63], ah je  add byte ptr [rsp + rbp*2 + 0x61], dh je  outsb dx, byte ptr [rsi] movsxd rdi, dword ptr [rcx] outsw dx, word ptr [rsi] jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] sub eax, ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push rbp outsb dx, byte ptr [rsi]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push rbp jae  cmp ah, byte ptr gs:[eax] and eax,  jo  imul ebp, dword ptr [rdi + 0x6e],  movsxd rbp, dword ptr [rdi + 0x6d] insd dword ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] outsd dx, dword ptr [rsi] jne  and byte ptr [rdi + 0x66], ch and byte ptr [rbp + 0x65], ch insd dword ptr [rdi], dx outsd dx, dword ptr [rsi] jb  add byte ptr [rip + ], ah and byte ptr [rax + 0x77], ch cmp ah, byte ptr [rip + ] and byte ptr [rax], ah and eax, ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push rbp jae  cmp ah, byte ptr gs:[eax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al or ah, byte ptr [rcx + 0x70]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push rbp jae  cmp ah, byte ptr gs:[eax] and eax,  push rax push rsp pop rbp and byte ptr cs:[rbx + 0x46], bl pop r13 or cl, byte ptr cs:[rdx] sub eax,  and byte ptr [rax], ah push  and byte ptr [rax], ah sub eax,  jae  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] and byte ptr [rax], ah and byte ptr [rax + 0x72], dh imul ebp, dword ptr [rsi + 0x74],  jb  outsb dx, byte ptr [rsi] je  jbe  jb  imul ebp, dword ptr [rdi + 0x6e],  and byte ptr [rip + ], ch je  jbe  movsxd rsp, dword ptr [rbp + 0x73] and byte ptr [rax], ah insb byte ptr [rdi], dx imul esi, dword ptr [rbx + 0x74],  and byte ptr [rbx + 0x6f], dh jne  movsxd rsp, dword ptr fs:[rcx + 0x72] jae ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and byte ptr [rax + 0x6f], dl jb  and byte ptr [rax], ah insb byte ptr [rdi], dx imul esp, dword ptr [rbp + 0x6e],  insd dword ptr [rdi], dx and byte ptr gs:[rax], ah and byte ptr [rax], ah push rax outsd dx, dword ptr [rsi] jb  and byte ptr [rsi + 0x61], ch insd dword ptr [rdi], dx add byte ptr gs:[rax], al add byte ptr [rax], al add byte ptr [rip + ], ah jns  and byte ptr gs:[rip + ], ah jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] sub eax,  push rbx je ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] movsxd rbp, dword ptr [rdi + 0x6e] je  outsd dx, dword ptr [rsi] insb byte ptr [rdi], dx add byte ptr [rbx + 0x6f], ah outsb dx, byte ptr [rsi] imul sp, word ptr [rdi],  insd dword ptr [rdi], dx jo ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and byte ptr [rax + 0x6f], dl jb  and byte ptr [rax], ah insb byte ptr [rdi], dx imul esp, dword ptr [rbp + 0x6e],  insd dword ptr [rdi], dx and byte ptr gs:[rax], ah and byte ptr [rax], ah push rax outsd dx, dword ptr [rsi] jb  and byte ptr [rsi + 0x61], ch insd dword ptr [rdi], dx add byte ptr gs:[rax], al add byte ptr [rax], al add byte ptr [rbx + 0x61], al outsb dx, byte ptr [rsi] outsd dx, dword ptr [rsi] je  jae  je  jno  jne  and byte ptr [rbp + 0x6d], dh jo  and byte ptr [rax], ch and eax,  sub dword ptr [rax], eax add byte ptr [rbp + 0x73], dl",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] jb  outsd dx, dword ptr [rsi] jb  and byte ptr [rax], al push rdi",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and byte ptr [rax + 0x6f], dl jb  and byte ptr [rax], ah insb byte ptr [rdi], dx imul esp, dword ptr [rbp + 0x6e],  insd dword ptr [rdi], dx and byte ptr gs:[rax], ah and byte ptr [rax], ah push rax outsd dx, dword ptr [rsi] jb  and byte ptr [rsi + 0x61], ch insd dword ptr [rdi], dx add byte ptr gs:[rax], al add byte ptr [rax], al add byte ptr [rbp + 0x73], dl",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al push  insb byte ptr [rdi], dx and byte ptr [rip + ], ah outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] je  outsd dx, dword ptr [rsi] insb byte ptr [rdi], dx and byte ptr [rbp + 0x76], ah outsb dx, byte ptr gs:[rsi] je  cmp ah, byte ptr [rax] and eax,  add byte ptr [rax], al push  insb byte ptr [rdi], dx and byte ptr [rip + ], ah push rax imul esi, dword ptr [rbx + 0x68],  jb  and byte ptr [rax], ah cmp ah, byte ptr [rax] and eax,  add byte ptr [rax], al push  insb byte ptr [rdi], dx and byte ptr [rip + ], ah outsd dx, dword ptr [rsi] je  and byte ptr [rdi + 0x6e], cl and byte ptr [rbp + 0x76], ah outsb dx, byte ptr gs:[rsi] je  cmp ah, byte ptr [rax] and eax,  add byte ptr [rax], al push  insb byte ptr [rdi], dx and byte ptr [rip + ], ah outsd dx, dword ptr [rsi] je  and byte ptr [rdi + 0x66], cl and byte ptr [rbp + 0x76], ah outsb dx, byte ptr gs:[rsi] je  and byte ptr [rip + ], ah add byte ptr [rax], al jae  jb  imul esp, dword ptr [rbx + 0x65], ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] insd dword ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] insb byte ptr [rdi], dx imul esp, dword ptr [rbp + 0x6e],  imul ebp, dword ptr [rbp + rsi*2 + 0x72],  js  je  outsb dx, byte ptr [rsi] cmp ah, byte ptr [eax] and eax,  jbe  push  jbe  and eax, ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al and byte ptr [rax], ah sub eax,  insb byte ptr [rdi], dx imul esp, dword ptr [rdx + 0x20],  and byte ptr [rbp + 0x73], dh and byte ptr gs:[rax + rbp*2 + 0x65], dh and byte ptr [rax + 0x72], dh imul bp, word ptr gs:[rsi + 0x65],  insd dword ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] je ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] outsb dx, byte ptr [rsi] and byte ptr [rbp + 0x6e], dh imul ebp, dword ptr [rsi + 0x6f], 0x77 outsb dx, byte ptr [rsi] and byte ptr [rbp + 0x72], ah jb  outsd dx, dword ptr [rsi] movsxd rsp, dword ptr [rbx + 0x75] jb  add byte ptr fs:[rdx + 0x65], dl insd dword ptr [rdi], dx outsd dx, dword ptr [rsi] je  and byte ptr [rbp + 0x72], ah jb  imul esi, dword ptr [rbx + 0x3a],  jb  outsd dx, dword ptr [rsi] jb  insd dword ptr [rdi], dx jae ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add dword ptr [rbx], ebx pop rbx xor byte ptr [rbx], bh cmp dword ptr [rbp*2 + ], esi jne  je  outsd dx, dword ptr [rsi] je  pop rbp add dword ptr [rbx], ebx pop rbx xor byte ptr [rbp + 2], ch and esp, dword ptr [rax] add byte ptr [rbp + 0x61], cl imul ebp, dword ptr [rcx + 0x6e], 0x67 and byte ptr [rax + 0x72], dh outsd dx, dword ptr [rsi] js  and byte ptr [rip + ], ah insb byte ptr [rdi], dx imul esp, dword ptr [rcx + 0x73],  xor byte ptr [rbx], bh cmp dword ptr [rbp*2 + ], esi and eax,  add dword ptr [rbx], ebx pop rbx xor byte ptr [rbp + 2], ch and esp, dword ptr [rax] add byte ptr [rsi*2 + ], bh ja  add byte ptr ds:[rbp + 0x20], bl add byte ptr [rbx], bl and eax,  jae  jbe  movsxd rsp, dword ptr [rbp + 0x20] and eax,  or al, byte ptr [rax] pop rbx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] outsd dx, dword ptr [rsi] insb byte ptr [rdi], dx je  insb byte ptr [rdi], dx imul esp, dword ptr [rbp + 0x6e],  jne  and byte ptr [rcx + 0x50], al and byte ptr [r10 + 0x65], sil jbe  jae  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] add byte ptr cs:[rsi + 0x65], dl jb  imul ebp, dword ptr [rdi + 0x6e],  jae  outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi] add byte ptr [rax + 0x72], dl outsd dx, dword ptr [rsi]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] insb byte ptr [rdi], dx",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] movsxd rbp, dword ptr [rdi + 0x6e] je ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] add byte ptr [rax], al movsxd rsp, dword ptr [rcx + 0x6e] outsb dx, byte ptr [rsi] outsd dx, dword ptr [rsi] je  imul bp, word ptr [rsi + 0x64],  js  and byte ptr [rcx + 0x62], dh insb byte ptr [rdi], dx and byte ptr gs:[rsi + 0x6f], ah jb  movsxd rsi, dword ptr [rbp + 0x72] jb  outsb dx, byte ptr [rsi] je  insb byte ptr [rdi], dx outsd dx, dword ptr [rsi] movsxd rsp, dword ptr [rcx + 0x6c] add byte ptr gs:[rax], al add byte ptr [rax], al add byte ptr [rax + 0x61], dl je  and byte ptr [rdi + rbp*2 + 0x20], dh imul esi, dword ptr fs:[rdx + 0x65],  jns  outsw dx, word ptr [rsi] jb  je  js  and byte ptr [rcx + 0x62], dh insb byte ptr [rdi], dx jae  add byte ptr [rax], al outsd dx, dword ptr [rsi] outsb dx, byte ptr [rsi]",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] outsb dx, byte ptr gs:[esi] jb  je  and byte ptr fs:[rdx + 0x79], ah and byte ptr [rip + ], ah movsxd rbp, dword ptr [rax + 0x61] jb  je  and eax,  je  jne  add byte ptr [rsi + rbp*2], bl pop rsp jb  pop rsp and al, byte ptr [rax] pop rsp add byte ptr [rip + ], ah outsd dx, dword ptr [rsi] ja  jb ",undetected
"add dword ptr [rax], eax add al, byte ptr [rax] movsxd rbp, dword ptr [rcx + rbp*2 + 0x65] outsb dx, byte ptr [rsi] je  ja  outsb dx, byte ptr [rsi] outsd dx, dword ptr fs:[rsi] ja  and byte ptr [rip + ], bh add byte ptr [rdi + 0x64], r8b imul eax, dword ptr [rax], 0x63 insb byte ptr [rdi], dx imul esp, dword ptr [rbp + 0x6e],  imul esi, dword ptr [rbx + 0x63],  movsxd rsi, dword ptr [rdi + rbx*2 + 0x69] insb byte ptr [rdi], dx and byte ptr gs:[rip + ], bh movsxd rsp, dword ptr [rcx + 0x6e]",undetected
